Stock,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,TodayDiff,PercentageChange,Average Price,Total Traded Quantity,Turnover,No of Trades,Deliverable Qty,Dly Qt to Traded Qty,status
1,12/01/17,3633.65,3642,3680,3547.5,3550,3604.05,-29.6,-0.815,3637.19,222230,808292895,20886,129837,58.42,3
1,12/04/17,3604.05,3635,3635,3593.8,3604.35,3601.4,-2.65,-0.074,3610.18,131129,473399348.6,18423,66720,50.88,3
1,12/05/17,3601.4,3597,3597,3513.05,3522.15,3520.55,-80.85,-2.245,3533.13,242868,858084783.9,25576,113769,46.84,1
1,12/06/17,3520.55,3516,3518.1,3473.35,3511.9,3505.6,-14.95,-0.425,3497.37,291780,1020461876,33165,148376,50.85,3
1,12/07/17,3505.6,3520,3568,3517.95,3551.15,3551.1,45.5,1.298,3547.71,301458,1069484072,48418,163774,54.33,2
1,12/08/17,3551.1,3530,3567,3506.05,3522,3519.55,-31.55,-0.888,3530.45,177525,626742390,21889,77524,43.67,3
1,12/11/17,3519.55,3544,3544,3500.3,3517,3514.85,-4.7,-0.134,3515.1,226419,795886143.7,24447,158087,69.82,3
1,12/12/17,3514.85,3517,3524,3432.75,3437,3441.7,-73.15,-2.081,3470.3,427882,1484877988,31924,283487,66.25,1
1,12/13/17,3441.7,3435,3490.3,3410,3427,3419.45,-22.25,-0.646,3451.25,348709,1203481112,46943,191482,54.91,3
1,12/14/17,3419.45,3452,3471.4,3416.2,3454.05,3460.55,41.1,1.202,3438.46,314655,1081929512,26753,213308,67.79,2
1,12/15/17,3460.55,3470,3511.95,3465.1,3498,3503,42.45,1.227,3494.93,372029,1300214225,29493,247265,66.46,2
1,12/18/17,3503,3487,3553.65,3430.65,3540,3535.35,32.35,0.923,3523.85,412556,1453786979,31310,248953,60.34,3
1,12/19/17,3535.35,3560,3710.65,3540,3704.7,3701,165.65,4.686,3642.35,876214,3191476802,54833,541355,61.78,2
1,12/20/17,3701,3733.4,3793.9,3696.05,3747.3,3749.2,48.2,1.302,3764.07,664592,2501569164,44663,342726,51.57,2
1,12/21/17,3749.2,3784.5,3822.25,3771.35,3794,3805.95,56.75,1.514,3797.91,612505,2326240820,48075,394715,64.44,2
1,12/22/17,3805.95,3814,3829,3774,3790.85,3792.8,-13.15,-0.346,3800.32,438144,1665085889,34403,228358,52.12,3
1,12/26/17,3792.8,3792.8,3848.8,3747.2,3808,3813.8,21,0.554,3789.77,320480,1214546948,19644,130523,40.73,3
1,12/27/17,3813.8,3813,3834.4,3757.05,3778.35,3786.65,-27.15,-0.712,3793.96,189623,719422360.3,13920,83568,44.07,3
1,12/28/17,3786.65,3762.1,3783.5,3702.3,3725.05,3716.65,-70,-1.849,3736.55,605738,2263370501,28403,422679,69.78,1
1,12/29/17,3716.65,3730,3809.85,3720.05,3807,3785.15,68.5,1.843,3763.97,274559,1033432806,19756,143705,52.34,2
1,01/01/18,3785.15,3810,3810,3740,3756,3749.1,-36.05,-0.952,3757.3,201102,755599895.4,8712,105027,52.23,3
1,01/02/18,3749.1,3781,3784.35,3719.25,3740.05,3743.85,-5.25,-0.14,3750.07,258156,968103398,18744,98531,38.17,3
1,01/03/18,3743.85,3728,3764.4,3728,3755.2,3755.2,11.35,0.303,3751.69,274963,1031575872,24358,165309,60.12,3
1,01/04/18,3755.2,3755,3759.95,3721.55,3747.8,3738.9,-16.3,-0.434,3730.95,196775,734158040.3,35468,134969,68.59,3
1,01/05/18,3738.9,3758.7,3758.7,3726.2,3752,3744.65,5.75,0.154,3740.2,234199,875951800.6,22721,154494,65.97,3
1,01/08/18,3744.65,3773,3792,3745.3,3784.75,3786.75,42.1,1.124,3779.14,249549,943080485.1,29001,150130,60.16,2
1,01/09/18,3786.75,3800,3804.8,3742.65,3743.6,3749.45,-37.3,-0.985,3767.2,290158,1093084557,19859,198904,68.55,3
1,01/10/18,3749.45,3740,3752.55,3725,3745,3736.9,-12.55,-0.335,3740.24,250123,935519494.5,17660,179421,71.73,3
1,01/11/18,3736.9,3740.7,3743.2,3700.2,3715.4,3705.65,-31.25,-0.836,3713.24,366135,1359546222,26481,291103,79.51,3
1,01/12/18,3705.65,3726.9,3726.9,3650.6,3679.1,3687.35,-18.3,-0.494,3696.06,363795,1344608082,22464,257506,70.78,3
1,01/15/18,3687.35,3687.7,3700,3613.65,3620.05,3628.8,-58.55,-1.588,3648.81,229198,836300628.9,31005,125521,54.77,1
1,01/16/18,3628.8,3637.7,3664,3578.15,3587.7,3586.1,-42.7,-1.177,3619.1,271813,983718991.4,32577,142570,52.45,1
1,01/17/18,3586.1,3586,3590.15,3526.3,3580.3,3566.85,-19.25,-0.537,3548.03,501484,1779280468,70955,326766,65.16,3
1,01/18/18,3566.85,3586,3643,3576.05,3591.1,3593.35,26.5,0.743,3611.41,345926,1249281636,31440,195606,56.55,3
1,01/19/18,3593.35,3558,3620,3552.3,3593.25,3589.75,-3.6,-0.1,3572.4,295410,1055322380,27966,189957,64.3,3
1,01/22/18,3589.75,3592.75,3621.9,3589.1,3609.1,3602.95,13.2,0.368,3608.67,320126,1155229192,41272,208905,65.26,3
1,01/23/18,3602.95,3634,3635,3608.25,3628,3630,27.05,0.751,3624.7,285236,1033893705,39821,183679,64.4,3
1,01/24/18,3630,3629.7,3650,3600,3645.5,3645.5,15.5,0.427,3628.56,312383,1133501299,28674,225436,72.17,3
1,01/25/18,3645.5,3659.9,3659.9,3561,3586.5,3571.2,-74.3,-2.038,3587.46,487836,1750090436,31439,304225,62.36,1
1,01/29/18,3571.2,3584.7,3658.25,3574.55,3650,3641.75,70.55,1.976,3605.97,403110,1453602495,45295,291004,72.19,2
1,01/30/18,3641.75,3657.4,3696,3649.9,3682.6,3687.85,46.1,1.266,3677.32,540432,1987339260,45332,392669,72.66,2
1,01/31/18,3687.85,3703,3747.9,3682,3692.15,3691.45,3.6,0.098,3709.83,558327,2071295477,38162,347227,62.19,3
1,02/01/18,3691.45,3695.15,3744,3692.5,3729.65,3732.95,41.5,1.124,3725.56,346581,1291207556,35130,176084,50.81,2
1,02/02/18,3732.95,3729.7,3752.45,3612.7,3620,3623.45,-109.5,-2.933,3664.6,469510,1720568319,38623,278266,59.27,1
1,02/05/18,3623.45,3598,3662.6,3550.05,3655.65,3636.4,12.95,0.357,3615.29,319150,1153819339,37416,181651,56.92,3
1,02/06/18,3636.4,3527.3,3564.8,3450,3539.5,3541.85,-94.55,-2.6,3528.2,442426,1560965836,52602,240831,54.43,1
1,02/07/18,3541.85,3618.9,3620,3542.5,3562,3566.4,24.55,0.693,3573.09,336709,1203090815,47613,178023,52.87,3
1,02/08/18,3566.4,3570,3615.95,3555,3574.45,3582.2,15.8,0.443,3587.22,325607,1168024966,36399,168262,51.68,3
1,02/09/18,3582.2,3536.8,3576.35,3530.1,3545.5,3546.1,-36.1,-1.008,3551.58,604849,2148171598,46400,516338,85.37,1
1,02/12/18,3546.1,3566,3616.7,3545.5,3615.25,3611.9,65.8,1.856,3599.8,385092,1386255502,30228,289190,75.1,2
1,02/14/18,3611.9,3620.4,3624,3562.65,3599.5,3596.05,-15.85,-0.439,3595.37,315246,1133425139,37781,216741,68.75,3
1,02/15/18,3596.05,3565,3575,3520,3525.1,3527.25,-68.8,-1.913,3546.76,221710,786351806.1,17375,122987,55.47,1
1,02/16/18,3527.25,3549,3549.8,3485,3494.25,3494.2,-33.05,-0.937,3513.65,219454,771085597.2,19799,134064,61.09,3
1,02/19/18,3494.2,3502,3519.35,3442,3479.8,3465.7,-28.5,-0.816,3473.05,246616,856510138.5,19574,147262,59.71,3
1,02/20/18,3465.7,3466,3518,3443.25,3499,3477.45,11.75,0.339,3492.33,340087,1187695316,22913,238998,70.28,3
1,02/21/18,3477.45,3517.8,3517.8,3460,3505,3490.75,13.3,0.382,3483.07,266352,927723186.5,29195,179200,67.28,3
1,02/22/18,3490.75,3484,3499.3,3458.7,3471.05,3481.2,-9.55,-0.274,3478.07,434663,1511787762,34587,301132,69.28,3
1,02/23/18,3481.2,3483.4,3508,3455,3494.75,3494.7,13.5,0.388,3484.18,142023,494833191.6,13393,67689,47.66,3
1,02/26/18,3494.7,3519,3549.95,3500.4,3541.9,3537.85,43.15,1.235,3536.93,361326,1277984441,23243,268792,74.39,2
1,02/27/18,3537.85,3573.1,3593.95,3545,3584.85,3585.5,47.65,1.347,3577.8,320893,1148091250,55741,198730,61.93,2
1,02/28/18,3585.5,3525,3613,3525,3588.25,3596.7,11.2,0.312,3591.21,362559,1302026649,43079,211823,58.42,3
1,03/01/18,3596.7,3575,3596.95,3565.15,3580,3576.9,-19.8,-0.551,3576.35,200696,717758272.8,17603,128814,64.18,3
1,03/05/18,3576.9,3578,3581.9,3535,3570,3556.45,-20.45,-0.572,3553.72,242671,862384690.8,19830,154239,63.56,3
1,03/06/18,3556.45,3571.1,3595,3544.7,3552.5,3561.9,5.45,0.153,3579.92,380991,1363915667,24040,291192,76.43,3
1,03/07/18,3561.9,3550,3560,3515,3542.05,3554.4,-7.5,-0.211,3541.06,234750,831264778.2,22085,155735,66.34,3
1,03/08/18,3554.4,3561,3601,3545.65,3600,3586.7,32.3,0.909,3570.5,145720,520293412.9,14399,80536,55.27,3
1,03/09/18,3586.7,3605.9,3661.45,3581,3589.3,3586.35,-0.35,-0.01,3626.03,272293,987341497.3,23366,106528,39.12,3
1,03/12/18,3586.35,3600.4,3718,3599.85,3707.3,3694.5,108.15,3.016,3656.46,192336,703268328.2,14773,95095,49.44,2
1,03/13/18,3694.5,3694.95,3729.75,3672,3690,3701.2,6.7,0.181,3705.49,233650,865786929.2,28173,139569,59.73,3
1,03/14/18,3701.2,3680,3687.2,3622,3642,3639.35,-61.85,-1.671,3645.49,192489,701715901.1,17102,108171,56.2,1
1,03/15/18,3639.35,3641.9,3690,3632,3643.6,3640.8,1.45,0.04,3659.65,198082,724909905.5,12521,80831,40.81,3
1,03/16/18,3640.8,3665,3665,3530.65,3542,3546.1,-94.7,-2.601,3567.94,462796,1651227537,43277,343269,74.17,1
1,03/19/18,3546.1,3546,3549,3490.8,3517.85,3515.3,-30.8,-0.869,3512.49,252482,886839344.2,16669,149387,59.17,3
1,03/20/18,3515.3,3498.1,3537,3498.1,3510.6,3513.8,-1.5,-0.043,3515.1,212901,748368753.4,20764,145563,68.37,3
1,03/21/18,3513.8,3529.95,3529.95,3455.55,3455.55,3463.6,-50.2,-1.429,3482.27,667122,2323097602,51084,448034,67.16,1
1,03/22/18,3463.6,3473.2,3484.85,3440,3455,3452.3,-11.3,-0.326,3455.26,482411,1666857635,39040,327912,67.97,3
1,03/23/18,3452.3,3435.1,3435.1,3361.05,3414.5,3413.75,-38.55,-1.117,3396.59,423299,1437772075,39418,257572,60.85,1
1,03/26/18,3413.75,3414,3501.7,3365.5,3468.2,3481.7,67.95,1.99,3429.65,359650,1233472000,36687,204220,56.78,2
1,03/27/18,3481.7,3485.1,3488,3436,3471,3464.7,-17,-0.488,3460.51,325438,1126182873,20197,224319,68.93,3
1,03/28/18,3464.7,3455,3579,3428.05,3534,3542.8,78.1,2.254,3516.82,786796,2767016722,55307,343604,43.67,2
1,04/02/18,3542.8,3544,3654.65,3512.2,3640,3646,103.2,2.913,3592.76,244943,880020770.6,24452,73473,30,2
1,04/03/18,3646,3644.95,3669,3621,3640.4,3644.95,-1.05,-0.029,3642.8,318581,1160527924,26697,195779,61.45,3
1,04/04/18,3644.95,3653.5,3695,3627,3646.3,3667.15,22.2,0.609,3671.91,526063,1931657763,31871,343728,65.34,3
1,04/05/18,3667.15,3700,3796,3699.95,3790,3782.15,115,3.136,3753.95,440824,1654832346,36121,244863,55.55,2
1,04/06/18,3782.15,3781,3787.95,3750,3761.5,3779.45,-2.7,-0.071,3773.58,213101,804153767.8,16317,122314,57.4,3
1,04/09/18,3779.45,3784,3807.1,3775.2,3800,3798.7,19.25,0.509,3797.54,265991,1010111522,23877,194148,72.99,3
1,04/10/18,3798.7,3815,3815,3714,3722,3718.3,-80.4,-2.117,3751.25,321682,1206710364,36718,208199,64.72,1
1,04/11/18,3718.3,3732,3755,3681,3747.35,3739.35,21.05,0.566,3715.19,291118,1081559744,11795,183774,63.13,3
1,04/12/18,3739.35,3744,3786.5,3726.05,3737.35,3749.45,10.1,0.27,3753.86,115113,432117940.1,14309,45018,39.11,3
1,04/13/18,3749.45,3759.8,3770,3698,3735.65,3725.9,-23.55,-0.628,3729.4,164961,615205991.8,18192,74864,45.38,3
1,04/16/18,3725.9,3723,3810,3710.2,3807,3803.15,77.25,2.073,3786.5,164316,622183147.4,13594,60556,36.85,2
1,04/17/18,3803.15,3825,3825,3763.15,3765.1,3769,-34.15,-0.898,3782.51,223874,846805651.8,23516,139364,62.25,3
1,04/18/18,3769,3765.05,3784,3731.6,3739.4,3737.8,-31.2,-0.828,3748.93,204458,766499612.3,20797,127988,62.6,3
1,04/19/18,3737.8,3765,3770,3709,3710,3723.6,-14.2,-0.38,3738.45,234124,875261236.3,26688,133356,56.96,3
1,04/20/18,3723.6,3725,3750.3,3690,3737.2,3742.7,19.1,0.513,3726.94,399283,1488101844,26626,293271,73.45,3
1,04/23/18,3742.7,3736.4,3736.4,3691.35,3714,3718.2,-24.5,-0.655,3710.61,236404,877202124.2,15003,130122,55.04,3
1,04/24/18,3718.2,3740,3744,3706.3,3718,3716.9,-1.3,-0.035,3719.26,333702,1241125344,21306,243728,73.04,3
1,04/25/18,3716.9,3736,3753,3700.9,3709.55,3717.2,0.3,0.008,3728.1,219848,819615194.9,18140,105796,48.12,3
1,04/26/18,3717.2,3707,3774.55,3659.05,3770,3761.85,44.65,1.201,3717.88,341735,1270529986,27561,227781,66.65,2
1,04/27/18,3761.85,3768.1,3776.95,3704.5,3710.1,3713.5,-48.35,-1.285,3747.05,571451,2141255969,36228,411486,72.01,1
1,04/30/18,3713.5,3731,3750,3717.05,3732,3732.25,18.75,0.505,3732.78,216291,807366547.5,13742,168097,77.72,3
1,05/02/18,3732.25,3751,3774,3640,3648,3664.1,-68.15,-1.826,3715.76,715845,2659904807,63938,280413,39.17,1
1,05/03/18,3664.1,3665,3682.95,3637.4,3649,3655.6,-8.5,-0.232,3663.78,393371,1441226119,45121,239420,60.86,3
1,05/04/18,3655.6,3655,3669.85,3643.4,3655.65,3659.75,4.15,0.114,3658.55,279580,1022857122,37007,212964,76.17,3
1,05/07/18,3659.75,3662.95,3679,3622.75,3645,3648.05,-11.7,-0.32,3657.42,198507,726023700.7,13411,127835,64.4,3
1,05/08/18,3648.05,3659.9,3674,3640.15,3660.65,3657.3,9.25,0.254,3657.58,360338,1317966749,23149,309305,85.84,3
1,05/09/18,3657.3,3660,3685,3635,3658,3654.4,-2.9,-0.079,3659.37,259686,950287383.9,25122,169725,65.36,3
1,05/10/18,3654.4,3663,3665.35,3625.05,3650,3646,-8.4,-0.23,3646.03,352223,1284213945,72589,276639,78.54,3
1,05/11/18,3646,3655,3655,3591,3616,3618.3,-27.7,-0.76,3610.98,246696,890814378.5,15364,160376,65.01,3
1,05/14/18,3618.3,3625,3655.05,3624.2,3654,3648.3,30,0.829,3645.03,223997,816475195.3,11632,148515,66.3,3
1,05/15/18,3648.3,3650,3659.35,3631.05,3650,3649.6,1.3,0.036,3650.43,341729,1247457961,18151,263250,77.03,3
1,05/16/18,3649.6,3639,3639,3501.6,3580,3575.5,-74.1,-2.03,3561.04,395161,1407186099,34706,214482,54.28,1
1,05/17/18,3575.5,3600,3604.95,3535,3559,3554.55,-20.95,-0.586,3556.13,350935,1247971273,26252,236085,67.27,3
1,05/18/18,3554.55,3550,3575,3535.35,3568.75,3561.05,6.5,0.183,3558.75,424207,1509647034,39567,344359,81.18,3
1,05/21/18,3561.05,3578.6,3578.6,3461.75,3469.95,3492.9,-68.15,-1.914,3500.57,258835,906070940,30585,160193,61.89,1
1,05/22/18,3492.9,3467.1,3516.95,3450,3505,3499.9,7,0.2,3497.23,323714,1132102611,31615,230827,71.31,3
1,05/23/18,3499.9,3494.5,3494.8,3452,3483.45,3482.95,-16.95,-0.484,3478.4,155958,542484170.8,27025,111114,71.25,3
1,05/24/18,3482.95,3495,3509.9,3445.95,3500.05,3489.9,6.95,0.2,3471.85,324856,1127850645,19604,226110,69.6,3
1,05/25/18,3489.9,3480,3575,3461.85,3537.35,3552.85,62.95,1.804,3533.95,177764,628208768.9,18918,90226,50.76,2
1,05/28/18,3552.85,3570,3610,3537.35,3608.15,3599.8,46.95,1.321,3586.81,191457,686719234.3,20708,92818,48.48,2
1,05/29/18,3599.8,3608.15,3624,3565.2,3615.85,3610.4,10.6,0.294,3599.64,309517,1114148735,20652,134759,43.54,3
1,05/30/18,3610.4,3594.9,3622.45,3528.4,3589,3601.45,-8.95,-0.248,3590.26,237040,851034962.7,28428,114430,48.27,3
1,05/31/18,3601.45,3610,3614.15,3530.1,3550,3544.9,-56.55,-1.57,3551.91,707484,2512920320,59331,432185,61.09,1
1,06/01/18,3544.9,3563.5,3637,3554.2,3622,3626.3,81.4,2.296,3607.86,300310,1083475101,20048,128408,42.76,2
1,06/04/18,3626.3,3669.85,3669.85,3592.85,3605,3613.6,-12.7,-0.35,3623.81,230153,834030627.5,24450,112646,48.94,3
1,06/05/18,3613.6,3600.1,3619,3565.3,3614,3610.4,-3.2,-0.089,3596.53,225466,810895582.8,30535,130365,57.82,3
1,06/06/18,3610.4,3624.95,3640,3598,3639,3635.2,24.8,0.687,3628.02,211568,767573443.8,17957,114999,54.36,3
1,06/07/18,3635.2,3652,3667.45,3628.3,3663,3651.5,16.3,0.448,3649.62,222475,811948468.5,25818,130574,58.69,3
1,06/08/18,3651.5,3657,3660,3608.4,3630.05,3635.15,-16.35,-0.448,3629.91,175173,635862285.1,21162,85736,48.94,3
1,06/11/18,3635.15,3637.9,3645.9,3600,3608.75,3612.3,-22.85,-0.629,3622.59,249101,902389628.1,26322,201987,81.09,3
1,06/12/18,3612.3,3624.8,3712.2,3601.3,3693,3687.85,75.55,2.091,3658.38,257348,941477139,26563,131195,50.98,2
1,06/13/18,3687.85,3704.7,3708.9,3679,3694.8,3696.8,8.95,0.243,3695.56,209724,775047142.9,16798,128045,61.05,3
1,06/14/18,3696.8,3690.05,3706.15,3667.1,3690.25,3695.6,-1.2,-0.032,3690.2,155159,572568207.6,13807,100793,64.96,3
1,06/15/18,3695.6,3696,3710.35,3652,3678,3693.7,-1.9,-0.051,3686.1,306688,1130482571,37527,225309,73.47,3
1,06/18/18,3693.7,3695,3702.5,3651,3669.4,3666.15,-27.55,-0.746,3671.13,361312,1326423387,17487,267868,74.14,3
1,06/19/18,3666.15,3658,3660,3620,3653,3652.75,-13.4,-0.366,3644.83,242770,884855184.4,23162,166839,68.72,3
1,06/20/18,3652.75,3655,3690,3641.1,3653,3655.8,3.05,0.083,3654.09,433541,1584196713,26400,343067,79.13,3
1,06/21/18,3655.8,3648,3675.9,3624,3634.95,3635.2,-20.6,-0.563,3649.23,280729,1024445393,24552,191408,68.18,3
1,06/22/18,3635.2,3634,3644.2,3601.7,3635,3637.65,2.45,0.067,3624.64,193715,702146571,25531,77828,40.18,3
1,06/25/18,3637.65,3634,3649.95,3575.55,3581.25,3586.85,-50.8,-1.397,3590.64,351955,1263743467,36004,156236,44.39,1
1,06/26/18,3586.85,3570,3578,3536,3570,3566.85,-20,-0.558,3560.09,252375,898478429.5,29051,155617,61.66,3
1,06/27/18,3566.85,3570,3584.55,3530,3531,3538,-28.85,-0.809,3546.11,320678,1137158022,40282,220948,68.9,3
1,06/28/18,3538,3538,3550.95,3476,3507.05,3516.05,-21.95,-0.62,3513.03,532529,1870790039,47652,388640,72.98,3
1,06/29/18,3516.05,3520.5,3534.95,3456.35,3467.7,3473.5,-42.55,-1.21,3490.7,398443,1390845031,43848,271501,68.14,1
1,07/02/18,3473.5,3480,3527.65,3402.3,3406,3415.4,-58.1,-1.673,3445.25,236235,813888037.3,24734,114616,48.52,1
1,07/03/18,3415.4,3455,3484.95,3432.55,3447.7,3447.65,32.25,0.944,3462.46,289618,1002790060,33406,85890,29.66,3
1,07/04/18,3447.65,3460,3479.05,3415.45,3470.4,3458.8,11.15,0.323,3452.59,266759,921008213.7,28431,143889,53.94,3
1,07/05/18,3458.8,3480.9,3517.9,3458.85,3508.75,3505.75,46.95,1.357,3492.91,273797,956347667.4,25463,147750,53.96,2
1,07/06/18,3505.75,3509.3,3670,3486,3647.8,3637.1,131.35,3.747,3615.44,1032128,3731598907,58363,380987,36.91,2
1,07/09/18,3637.1,3659.95,3662.9,3597.15,3616.95,3611.5,-25.6,-0.704,3632.17,314206,1141248519,35785,137844,43.87,3
1,07/10/18,3611.5,3644.8,3644.8,3574.8,3586.85,3583.5,-28,-0.775,3597.76,470962,1694410151,49229,254150,53.96,3
1,07/11/18,3583.5,3554.85,3564.5,3524,3549.8,3536.6,-46.9,-1.309,3541.78,377121,1335681114,48877,183533,48.67,1
1,07/12/18,3536.6,3569,3570,3484,3501,3498.85,-37.75,-1.067,3517.55,456469,1605652592,56813,275006,60.25,1
1,07/13/18,3498.85,3520,3523.7,3444,3452,3455.9,-42.95,-1.228,3468.7,310931,1078527909,39106,200844,64.59,1
1,07/16/18,3455.9,3465,3466,3416.35,3417.35,3426,-29.9,-0.865,3430.28,183060,627947832.9,16584,101552,55.47,3
1,07/17/18,3426,3415,3514.6,3398.55,3501.3,3488.6,62.6,1.827,3465.25,318577,1103948890,32729,150501,47.24,2
1,07/18/18,3488.6,3500,3515,3473.2,3500,3506.15,17.55,0.503,3494.95,211820,740300676.6,18995,113888,53.77,3
1,07/19/18,3506.15,3506.05,3508,3440,3450.1,3451.1,-55.05,-1.57,3479.63,147907,514661701.8,23273,62517,42.27,1
1,07/20/18,3451.1,3452,3489,3322,3382,3376.95,-74.15,-2.149,3401.75,560441,1906477808,41675,275393,49.14,1
1,07/23/18,3376.95,3383,3386.8,3087,3154.85,3165.45,-211.5,-6.263,3174.71,1902639,6040324665,119326,897691,47.18,1
1,07/24/18,3165.45,3173.8,3205.45,3033.75,3108,3108.25,-57.2,-1.807,3137.41,1620867,5085316472,90913,712474,43.96,1
1,07/25/18,3108.25,3147.05,3164.8,3061.65,3121.95,3110.05,1.8,0.058,3129.89,964916,3020081964,60185,378928,39.27,3
1,07/26/18,3110.05,3082,3189.95,3068.05,3145.05,3136.75,26.7,0.859,3121.37,1770364,5525961962,104039,531890,30.04,3
1,07/27/18,3136.75,3150,3238.4,3132.05,3203,3203.95,67.2,2.142,3197.77,820125,2622574581,69185,353404,43.09,2
1,07/30/18,3203.95,3223,3228,3175,3211,3209.95,6,0.187,3203.83,317977,1018744483,33311,149113,46.89,3
1,07/31/18,3209.95,3215,3302,3191.05,3292.8,3294.45,84.5,2.632,3268.14,753969,2464073468,45852,423538,56.17,2
1,08/01/18,3294.45,3296,3333.35,3257.15,3280,3280.4,-14.05,-0.426,3296.81,463790,1529026141,31290,150655,32.48,3
1,08/02/18,3280.4,3296,3296,3218.25,3262.05,3263.7,-16.7,-0.509,3255.52,352679,1148153614,32537,133682,37.9,3
1,08/03/18,3263.7,3270,3282.45,3229,3245,3250.55,-13.15,-0.403,3257.78,311563,1015004912,32561,112467,36.1,3
1,08/06/18,3250.55,3279,3309,3251.05,3304,3297.1,46.55,1.432,3285.56,338084,1110795743,36723,190588,56.37,2
1,08/07/18,3297.1,3304,3329.95,3268.05,3306,3297.75,0.65,0.02,3293.95,248243,817700116.2,20857,119685,48.21,3
1,08/08/18,3297.75,3298,3322.4,3287.05,3295,3299.05,1.3,0.039,3302.97,234708,775232958.4,32950,154733,65.93,3
1,08/09/18,3299.05,3306,3343.65,3262,3270,3281.35,-17.7,-0.537,3307.4,440547,1457064265,30983,229957,52.2,3
1,08/10/18,3281.35,3299.9,3340,3262.35,3304,3319.4,38.05,1.16,3312.92,356538,1181183149,25288,163270,45.79,2
1,08/13/18,3319.4,3300,3347,3277.15,3310,3308.2,-11.2,-0.337,3321.8,293422,974688314.7,21263,136937,46.67,3
1,08/14/18,3308.2,3317,3333,3253.6,3266.4,3266.35,-41.85,-1.265,3290.68,249075,819625325.3,20998,112343,45.1,1
1,08/16/18,3266.35,3262,3304.45,3235.1,3295,3282.65,16.3,0.499,3278.01,274268,899054148.1,20074,128102,46.71,3
1,08/17/18,3282.65,3315,3319.7,3235.55,3250,3242.3,-40.35,-1.229,3278.97,284947,934331257.8,29287,148987,52.29,1
1,08/20/18,3242.3,3266.6,3324,3250.35,3309,3304,61.7,1.903,3299.13,301515,994737327.7,32202,150056,49.77,2
1,08/21/18,3304,3310,3349.9,3297.05,3314.6,3316.75,12.75,0.386,3322.08,317643,1055235268,33716,157890,49.71,3
1,08/23/18,3316.75,3331,3334.95,3265,3285,3284.75,-32,-0.965,3286.66,182542,599953425.1,23656,96162,52.68,3
1,08/24/18,3284.75,3277.4,3287.95,3202.1,3220,3212.3,-72.45,-2.206,3234.29,320734,1037346968,35704,167717,52.29,1
1,08/27/18,3212.3,3230,3240,3210.1,3223.7,3223.75,11.45,0.356,3223.75,250565,807758326.5,21704,149472,59.65,3
1,08/28/18,3223.75,3228,3244.8,3188.7,3229.9,3232.75,9,0.279,3216.81,363420,1169052799,52052,181488,49.94,3
1,08/29/18,3232.75,3216,3274.85,3201,3244.2,3246.1,13.35,0.413,3241.06,294701,955144631.8,23126,106061,35.99,3
1,08/30/18,3246.1,3227,3255,3210.05,3217,3223.7,-22.4,-0.69,3228.5,381370,1231253734,38451,202899,53.2,3
1,08/31/18,3223.7,3208,3260,3201.05,3259.3,3253.8,30.1,0.934,3244.8,401621,1303177936,37708,260971,64.98,3
1,09/03/18,3253.8,3280,3295.75,3235,3236.65,3242.45,-11.35,-0.349,3261.1,292015,952291219.3,21825,182650,62.55,3
1,09/04/18,3242.45,3257.7,3259,3180,3182,3184.15,-58.3,-1.798,3204.63,178340,571513162.4,19510,79728,44.71,1
1,09/05/18,3184.15,3179,3203.95,3134.45,3143.8,3145.4,-38.75,-1.217,3169.55,355010,1125220962,21287,213683,60.19,1
1,09/06/18,3145.4,3151.35,3180,3116.6,3152,3164.85,19.45,0.618,3153.57,303246,956307750,26942,144177,47.54,3
1,09/07/18,3164.85,3180,3345,3161.85,3339,3329.35,164.5,5.198,3264.04,666688,2176093751,47571,351056,52.66,2
1,09/10/18,3329.35,3333,3334.85,3258.2,3287,3278.3,-51.05,-1.533,3280.79,302172,991361501.7,28917,118742,39.3,1
1,09/11/18,3278.3,3294,3294,3170,3179.75,3184.2,-94.1,-2.87,3209.93,479594,1539463866,55646,202832,42.29,1
1,09/12/18,3184.2,3199,3202.4,3107.75,3165.25,3163.75,-20.45,-0.642,3154.57,424166,1338060464,35704,206332,48.64,3
1,09/14/18,3163.75,3187,3200.6,3151.15,3190.75,3186.65,22.9,0.724,3178.84,329042,1045971522,43615,172126,52.31,3
1,09/17/18,3186.65,3180,3180,3110.25,3126,3127.9,-58.75,-1.844,3142.14,260149,817423623.7,23744,118744,45.64,1
1,09/18/18,3127.9,3140,3153.2,3104.5,3107.75,3111.45,-16.45,-0.526,3128.49,337805,1056818052,40520,192558,57,3
1,09/19/18,3111.45,3130,3180,3102.05,3138,3153.95,42.5,1.366,3157.85,299509,945805359.6,22839,125116,41.77,2
1,09/21/18,3153.95,3169.85,3188.75,3020,3182,3175.2,21.25,0.674,3155.37,579823,1829553683,44791,371814,64.13,3
1,09/24/18,3175.2,3175.3,3183,3080.05,3120,3110.2,-65,-2.047,3118.02,615568,1919353129,25275,453747,73.71,1
1,09/25/18,3110.2,3121.95,3125,3082,3112.6,3112.6,2.4,0.077,3101.63,463611,1437951343,46999,272009,58.67,3
1,09/26/18,3112.6,3140,3140,3086.7,3095.85,3100.05,-12.55,-0.403,3100.74,357504,1108528086,34282,215624,60.31,3
